query_time,dau,behaviors,mau,mau_lower,mau_upper,country,age_group,gender_alias
2024-06-01 04:40:16,989,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,55-59,all
2024-06-01 04:40:48,13599,Lived in Italy (Formerly Expats - Italy),14950,13700,16200,DE,55-59,all
2024-06-01 05:26:13,2030,Lived in Netherlands (Formerly Expats - Netherlands),2350,2200,2500,DE,55-59,all
2024-06-01 05:26:34,21544,Lived in Poland (Formerly Expats - Poland),24700,22700,26700,DE,55-59,all
2024-06-01 05:27:38,2190,Lived in Spain (Formerly Expats - Spain),2250,2100,2400,DE,55-59,all
2024-06-01 05:27:48,399,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,55-59,all
2024-06-01 05:28:09,2216,Lived in United Kingdom (Formerly Expats - United Kingdom),2650,2400,2900,DE,55-59,all
2024-06-01 05:30:08,499,Lived in France (Formerly Expats - France),1000,1000,1000,DE,55-59,M
2024-06-01 05:30:18,989,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,55-59,M
2024-06-01 05:30:49,7448,Lived in Italy (Formerly Expats - Italy),8250,7600,8900,DE,55-59,M
2024-06-01 05:31:11,1132,Lived in Netherlands (Formerly Expats - Netherlands),1300,1200,1400,DE,55-59,M
2024-06-01 05:31:32,8696,Lived in Poland (Formerly Expats - Poland),9500,8700,10300,DE,55-59,M
2024-06-01 05:32:34,1030,Lived in Spain (Formerly Expats - Spain),1050,1000,1100,DE,55-59,M
2024-06-01 05:32:45,498,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,55-59,M
2024-06-01 05:33:05,1273,Lived in United Kingdom (Formerly Expats - United Kingdom),1550,1400,1700,DE,55-59,M
2024-06-01 05:35:05,798,Lived in France (Formerly Expats - France),1000,1000,1000,DE,55-59,F
2024-06-01 05:35:15,0,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,55-59,F
2024-06-01 05:35:46,6006,Lived in Italy (Formerly Expats - Italy),6600,6100,7100,DE,55-59,F
2024-06-01 05:36:07,863,Lived in Netherlands (Formerly Expats - Netherlands),1050,1000,1100,DE,55-59,F
2024-06-01 05:36:28,13407,Lived in Poland (Formerly Expats - Poland),15050,13800,16300,DE,55-59,F
2024-06-01 05:37:31,1154,Lived in Spain (Formerly Expats - Spain),1200,1100,1300,DE,55-59,F
2024-06-01 05:37:41,664,Lived in Sweden (Formerly Expats - Sweden),1000,1000,1000,DE,55-59,F
2024-06-01 05:38:02,822,Lived in United Kingdom (Formerly Expats - United Kingdom),1050,1000,1100,DE,55-59,F
2024-06-01 06:25:06,1964,Lived in France (Formerly Expats - France),3400,3100,3700,DE,60-,all
2024-06-01 06:25:17,664,Lived in Germany (Formerly Expats - Germany),1000,1000,1000,DE,60-,all
2024-06-01 06:25:48,31060,Lived in Italy (Formerly Expats - Italy),34200,31400,37000,DE,60-,all
